id,reference,estate_type,price,construction_date,latitude,longitude,floor,nb_rooms,nb_bedrooms,nb_bathrooms,nb_toilets,nb_swimming_pool,has_garden,nb_balcony,nb_terrace,is_climatised,energetic_score,surface,land_surface,has_cellar,has_view,is_quiet,is_bright,has_garage,has_elevator,has_chimney,parking_spaces,has_separate_kitchen,needs_renovation,town,street,street_number,postal_code,information,price_eur,construction_year,dpe,recherche_ref,title,date_publication,charges_mensuelles,is_particulier,is_exclusive,is_furnished,contact_name,contact_phone,contact_email,contact_agency,photos
2f8e69b4-9edb-4c4e-9824-8e5cb06aadb2,AN-AUMARYBD,Maison,275.4,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,True,0,0,False,NULL,189.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,rue Pasteur,14,31000,NULL,275353,NULL,G,REC-ZS4F1KCW,Maison lumineux à Toulouse,2024-10-26,NULL,False,True,NULL,Luc Moreau,0992110201,NULL,ImmoPlus,https://exemple-images.test/AN-AUMARYBD/1.jpg;https://exemple-images.test/AN-AUMARYBD/2.jpg;https://exemple-images.test/AN-AUMARYBD/3.jpg;https://exemple-images.test/AN-AUMARYBD/4.jpg;https://exemple-images.test/AN-AUMARYBD/5.jpg
d13bb51d-2b9e-4e82-a307-9d1bfaabafa9,AN-QEZ9CQQT,Maison,371.7,NULL,43.625027,1.404019,NULL,8,NULL,NULL,NULL,NULL,True,0,0,False,NULL,188.0,NULL,False,False,True,False,False,False,False,0,False,False,Toulouse,rue Jean Jaurès,15,31000,"Maison rénové de 188 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",371662,NULL,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2025-04-24,NULL,False,NULL,NULL,NULL,0405826491,NULL,NULL,NULL
518811f1-c2da-4297-a469-9d3748f7b1e4,AN-1KT1313D,Maison,399.5,NULL,43.610283,1.427306,NULL,9,NULL,NULL,NULL,NULL,False,0,0,False,NULL,167.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,rue Pasteur,185,31000,"Maison à rafraîchir de 167 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",399512,NULL,NULL,REC-ZS4F1KCW,Maison à rafraîchir à Toulouse,2025-01-11,150.81,False,False,NULL,Marc Martin,0053383305,marc.martin70@example.com,NULL,https://exemple-images.test/AN-1KT1313D/1.jpg;https://exemple-images.test/AN-1KT1313D/2.jpg;https://exemple-images.test/AN-1KT1313D/3.jpg;https://exemple-images.test/AN-1KT1313D/4.jpg;https://exemple-images.test/AN-1KT1313D/5.jpg
291e0422-f50b-42da-8410-5db5180f2838,AN-JTMFMB5O,Maison,292.9,1850-01-01,NULL,NULL,0,8,5,NULL,NULL,NULL,True,0,0,False,NULL,227.0,NULL,False,False,True,False,False,False,False,1,False,False,Toulouse,NULL,NULL,31000,"Maison à rafraîchir de 227 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",292936,1850,NULL,REC-ZS4F1KCW,Maison à rafraîchir à Toulouse,2026-05-18,NULL,False,False,NULL,NULL,0947895310,contact73@example.com,NULL,NULL
4faa988f-dbee-47b2-8387-74919ea57ffc,AN-2O2P5LJH,Maison,308.2,1924-01-01,43.5971,1.418258,3,10,0,NULL,NULL,NULL,True,0,0,False,NULL,204.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison de standing de 204 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",308205,1924,NULL,REC-ZS4F1KCW,Maison atypique à Toulouse,2025-06-04,NULL,False,NULL,NULL,Jean Moreau,NULL,jean.moreau97@example.com,Clé en Main Immo,NULL
92d0d54c-bc97-4aa2-aa9b-94413c14b7de,AN-GZZRXSNO,Maison,239.2,NULL,NULL,NULL,4,6,5,NULL,NULL,NULL,True,0,0,False,NULL,183.0,NULL,False,True,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison avec vue dégagée de 183 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",239238,NULL,G,REC-ZS4F1KCW,Maison atypique à Toulouse,2026-06-23,NULL,False,True,False,NULL,0719998818,contact89@example.com,Nid Doré,NULL
2fc1d476-dde9-495a-8715-0a6549b1b41b,AN-9RN1PIYZ,Maison,246.7,1909-01-01,NULL,NULL,1,10,NULL,NULL,NULL,NULL,True,0,0,False,NULL,151.0,NULL,False,False,True,False,False,False,False,1,False,True,Toulouse,rue de la République,108,31000,"Maison en excellent état de 151 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",246697,1909,B,REC-ZS4F1KCW,Maison lumineux à Toulouse,2026-08-16,NULL,False,NULL,NULL,Sophie Dubois,0148666620,sophie.dubois25@example.com,NULL,NULL
6cff0924-0383-494c-bf43-54f3d68398e7,AN-7GAIQMCH,Maison,313.6,NULL,43.577883,1.428549,NULL,6,2,NULL,NULL,NULL,True,0,0,False,NULL,162.0,NULL,False,True,True,True,False,False,False,1,False,False,Toulouse,NULL,NULL,31000,"Maison avec vue dégagée de 162 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",313555,NULL,A,REC-ZS4F1KCW,Maison atypique à Toulouse,2025-05-10,60.76,False,NULL,False,NULL,0374139181,contact13@example.com,NULL,NULL
28f7c40c-4d36-4530-ba8a-ff644c0e7be5,AN-C7S3TZKV,Maison,386.2,NULL,43.652582,1.461511,5,7,NULL,NULL,NULL,NULL,True,0,0,False,NULL,234.0,NULL,False,False,False,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison charmant de 234 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",386211,NULL,NULL,REC-ZS4F1KCW,Maison atypique à Toulouse,2025-04-14,NULL,False,NULL,NULL,Jean Roche,0814700908,NULL,NULL,NULL
0bb0be23-3595-498f-b32a-a20082ae2f7e,AN-ACMFKLAS,Maison,296.7,NULL,NULL,NULL,NULL,6,4,NULL,NULL,NULL,False,0,0,False,NULL,154.0,NULL,False,True,False,True,False,False,False,1,False,False,Toulouse,NULL,NULL,31000,"Maison spacieux de 154 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",296717,NULL,NULL,REC-ZS4F1KCW,Maison avec vue dégagée à Toulouse,2025-08-25,NULL,False,NULL,NULL,Marie Fontaine,0380917462,marie.fontaine5@example.com,Nid Doré,NULL
58dfa150-d494-40e1-92dc-4784f085a3d0,AN-DVU84JQX,Maison,296.1,NULL,43.570569,1.460929,NULL,9,NULL,NULL,NULL,NULL,True,0,0,False,NULL,203.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison spacieux de 203 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",296103,NULL,NULL,REC-ZS4F1KCW,Maison à rafraîchir à Toulouse,2025-08-13,NULL,True,NULL,True,NULL,0497211681,NULL,NULL,NULL
c13dafa8-a9fc-4ec0-b8ff-5d34bee50726,AN-LBJ9MSZC,Maison,214.3,NULL,43.556746,1.448519,NULL,9,NULL,NULL,NULL,NULL,True,0,0,False,NULL,148.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,rue Pasteur,171,31000,NULL,214259,NULL,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2026-06-29,NULL,False,True,True,Karim Faure,NULL,karim.faure74@example.com,NULL,https://exemple-images.test/AN-LBJ9MSZC/1.jpg;https://exemple-images.test/AN-LBJ9MSZC/2.jpg;https://exemple-images.test/AN-LBJ9MSZC/3.jpg;https://exemple-images.test/AN-LBJ9MSZC/4.jpg;https://exemple-images.test/AN-LBJ9MSZC/5.jpg
a0335e55-d526-4d70-914c-b04274fd85bd,AN-M6TDAVNU,Maison,335.1,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,True,0,0,False,NULL,193.0,NULL,False,True,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison avec vue dégagée de 193 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",335149,NULL,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2024-08-27,NULL,False,True,NULL,Marc Faure,0619089954,NULL,Nid Doré,https://exemple-images.test/AN-M6TDAVNU/1.jpg;https://exemple-images.test/AN-M6TDAVNU/2.jpg
c0727fed-588c-49a8-ba86-9f946eb872fb,AN-XOVZX0HK,Maison,356.2,NULL,NULL,NULL,5,9,3,NULL,NULL,NULL,True,0,0,False,NULL,219.0,NULL,False,False,True,False,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison rénové de 219 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",356247,NULL,F,REC-ZS4F1KCW,Maison de standing à Toulouse,2026-03-08,NULL,False,True,True,NULL,0531280969,NULL,NULL,NULL
4afbe015-ab3e-446a-9abb-f41e6ddacdca,AN-HFZ8PWDQ,Maison,271.0,NULL,43.560165,1.402785,NULL,6,NULL,NULL,NULL,NULL,True,0,0,False,NULL,214.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,NULL,270958,NULL,A,REC-ZS4F1KCW,Maison spacieux à Toulouse,2025-08-17,85.63,False,False,NULL,Julie Roche,NULL,julie.roche97@example.com,NULL,NULL
21438268-d9a4-47d7-b4e4-c602496a9450,AN-DS33ZF74,Maison,346.5,NULL,NULL,NULL,3,7,NULL,NULL,NULL,NULL,True,0,0,False,NULL,252.0,NULL,False,False,False,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison spacieux de 252 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",346481,NULL,NULL,REC-ZS4F1KCW,Maison lumineux à Toulouse,2025-07-29,NULL,True,NULL,NULL,NULL,0968171078,contact90@example.com,Clé en Main Immo,NULL
39723b5a-dcf6-4aa3-bfa6-5dc6a459c330,AN-L4Q32XEI,Maison,234.8,NULL,NULL,NULL,1,10,0,NULL,NULL,NULL,True,0,0,False,NULL,272.0,NULL,False,False,True,True,False,False,False,0,False,True,Toulouse,NULL,NULL,31000,"Maison lumineux de 272 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",234791,NULL,NULL,REC-ZS4F1KCW,Maison de standing à Toulouse,2025-06-24,NULL,False,True,NULL,Karim Roche,0957179604,NULL,Century Habitat,NULL
728b510b-1b5c-463b-ad05-f4f485eb9442,AN-LMWTY5SV,Maison,386.2,1938-01-01,NULL,NULL,NULL,8,5,NULL,NULL,NULL,True,0,0,False,NULL,256.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison en excellent état de 256 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",386202,1938,NULL,REC-ZS4F1KCW,Maison rénové à Toulouse,2024-09-11,103.76,True,NULL,NULL,NULL,NULL,contact8@example.com,Toit & Vous,NULL
b925bc12-8d3e-4178-82f8-3fdc8ab7ad21,AN-YY6LOP1T,Maison,324.1,1924-01-01,NULL,NULL,0,6,1,NULL,NULL,NULL,True,0,0,False,NULL,273.0,NULL,False,False,False,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison charmant de 273 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",324149,1924,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2026-08-11,NULL,True,NULL,NULL,Luc Fontaine,0548489346,NULL,NULL,NULL
48b509ae-ba4c-4c6c-bf0a-ed17bc5bef96,AN-3ET1T1GW,Maison,388.1,NULL,43.565911,1.4205,NULL,6,3,NULL,NULL,NULL,True,0,0,False,NULL,158.0,NULL,False,False,False,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison au calme de 158 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",388128,NULL,A,REC-ZS4F1KCW,Maison atypique à Toulouse,2026-05-16,NULL,True,NULL,NULL,NULL,0835655335,NULL,ImmoPlus,https://exemple-images.test/AN-3ET1T1GW/1.jpg;https://exemple-images.test/AN-3ET1T1GW/2.jpg
2c67d6af-b073-487f-93a1-cbcb1b062623,AN-4FPZYMB6,Maison,316.5,NULL,43.651815,1.472246,1,8,4,NULL,NULL,NULL,True,0,0,False,NULL,267.0,NULL,False,False,True,True,False,False,False,0,False,True,Toulouse,NULL,NULL,31000,"Maison au calme de 267 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",316528,NULL,NULL,REC-ZS4F1KCW,Maison spacieux à Toulouse,2024-11-03,90.66,False,NULL,NULL,NULL,NULL,NULL,NULL,https://exemple-images.test/AN-4FPZYMB6/1.jpg;https://exemple-images.test/AN-4FPZYMB6/2.jpg;https://exemple-images.test/AN-4FPZYMB6/3.jpg;https://exemple-images.test/AN-4FPZYMB6/4.jpg;https://exemple-images.test/AN-4FPZYMB6/5.jpg
28d10798-2b69-4e42-8551-4df09fd1e9b8,AN-04O1T51P,Maison,355.8,NULL,43.598274,1.48835,4,9,3,NULL,NULL,NULL,False,0,0,False,NULL,188.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,place de la Mairie,193,31000,"Maison à rafraîchir de 188 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",355807,NULL,B,REC-ZS4F1KCW,Maison spacieux à Toulouse,2026-06-02,102.61,False,NULL,NULL,Sophie Moreau,0058600928,NULL,Clé en Main Immo,NULL
7289b3c4-445f-4ea8-8310-6e2ac4ef2e16,AN-ABBNCYAF,Maison,400.9,1877-01-01,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,True,0,0,False,NULL,224.0,NULL,False,False,True,False,False,False,False,1,False,True,Toulouse,boulevard Gambetta,135,31000,"Maison rénové de 224 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",400919,1877,NULL,REC-ZS4F1KCW,Maison atypique à Toulouse,2025-10-08,NULL,True,NULL,True,Marie Dubois,0522412826,NULL,NULL,NULL
c53d076f-5b7b-41fd-9d23-7566831cda2d,AN-P1T4FR35,Maison,222.2,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,False,0,0,False,NULL,261.0,NULL,False,False,True,True,False,False,False,1,False,True,Toulouse,NULL,NULL,31000,"Maison rénové de 261 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",222153,NULL,NULL,REC-ZS4F1KCW,Maison à rafraîchir à Toulouse,2025-02-18,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,https://exemple-images.test/AN-P1T4FR35/1.jpg;https://exemple-images.test/AN-P1T4FR35/2.jpg
6f137019-462e-4001-b4bc-04a91c64ef4e,AN-9LMA6FE5,Maison,261.1,NULL,NULL,NULL,1,7,4,NULL,NULL,NULL,True,0,0,False,NULL,205.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,rue Victor Hugo,158,31000,"Maison lumineux de 205 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",261115,NULL,NULL,REC-ZS4F1KCW,Maison spacieux à Toulouse,2026-07-03,NULL,False,NULL,NULL,Marc Moreau,0635018356,NULL,Clé en Main Immo,NULL
d620f5ac-083e-45b0-afed-4bb9494d7217,AN-Z8EH79RT,Maison,281.9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,True,0,0,False,NULL,237.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,chemin des Vignes,35,31000,"Maison au calme de 237 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",281883,NULL,NULL,REC-ZS4F1KCW,Maison atypique à Toulouse,2024-08-31,NULL,False,False,True,NULL,NULL,contact96@example.com,NULL,NULL
1c48916c-1019-4bfa-bb93-6d87f0f75831,AN-CMOWKF49,Maison,229.9,NULL,NULL,NULL,4,6,4,NULL,NULL,NULL,True,0,0,False,NULL,251.0,NULL,False,False,True,False,False,False,False,0,False,False,Toulouse,rue Jean Jaurès,52,31000,NULL,229859,NULL,NULL,REC-ZS4F1KCW,Maison lumineux à Toulouse,2024-09-07,NULL,False,True,NULL,NULL,0905667656,NULL,Nid Doré,https://exemple-images.test/AN-CMOWKF49/1.jpg;https://exemple-images.test/AN-CMOWKF49/2.jpg
3d2747c8-df83-457d-984b-5063df70d4a5,AN-H7W7DZN1,Maison,287.2,NULL,NULL,NULL,NULL,6,0,NULL,NULL,NULL,True,0,0,False,NULL,168.0,NULL,False,True,True,True,False,False,False,0,False,False,Toulouse,place de la Mairie,156,31000,"Maison avec vue dégagée de 168 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",287200,NULL,NULL,REC-ZS4F1KCW,Maison de standing à Toulouse,2026-05-27,NULL,False,True,NULL,Claire Perrin,0025387075,claire.perrin82@example.com,NULL,https://exemple-images.test/AN-H7W7DZN1/1.jpg;https://exemple-images.test/AN-H7W7DZN1/2.jpg;https://exemple-images.test/AN-H7W7DZN1/3.jpg;https://exemple-images.test/AN-H7W7DZN1/4.jpg
feb45152-2f1c-4e5a-ab99-dae59c460a63,AN-9XKZZ5RP,Maison,307.4,NULL,43.607661,1.473267,NULL,9,NULL,NULL,NULL,NULL,True,0,0,False,NULL,183.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,chemin des Vignes,197,31000,"Maison lumineux de 183 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",307357,NULL,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2025-05-12,NULL,False,True,False,Marie Bernard,0294043197,NULL,NULL,NULL
3c49ed8c-935d-4cd7-972a-f293b7346dbd,AN-D8QDCYQQ,Maison,396.8,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,True,0,0,False,NULL,251.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison à rafraîchir de 251 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",396814,NULL,D,REC-ZS4F1KCW,Maison atypique à Toulouse,2025-12-11,94.66,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0ca1887c-3cc8-4593-bbdd-3da295bfef8a,AN-OJ7YZ9SD,Maison,337.0,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,True,0,0,False,NULL,203.0,NULL,False,False,True,False,False,False,False,0,False,True,Toulouse,rue Jean Jaurès,169,31000,"Maison lumineux de 203 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",336972,NULL,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2025-05-14,123.63,False,False,False,Luc Perrin,0330450259,NULL,ImmoPlus,NULL
eec3c84e-8ddf-4170-a5b7-4f47bae04ea2,AN-XUD1WR9K,Maison,310.9,NULL,43.575311,1.403904,NULL,10,NULL,NULL,NULL,NULL,True,0,0,False,NULL,281.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison en excellent état de 281 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",310946,NULL,E,REC-ZS4F1KCW,Maison charmant à Toulouse,2025-01-01,378.01,False,True,NULL,NULL,0547985941,NULL,NULL,NULL
54019636-5a9b-4d2d-8939-b3bfb51f852a,AN-5VZP9RVS,Maison,278.9,NULL,43.561991,1.470542,NULL,10,0,NULL,NULL,NULL,True,0,0,False,NULL,257.0,NULL,False,True,False,True,False,False,False,0,False,False,Toulouse,rue Jean Jaurès,76,31000,"Maison spacieux de 257 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",278863,NULL,NULL,REC-ZS4F1KCW,Maison avec vue dégagée à Toulouse,2025-10-14,NULL,False,False,False,Luc Roche,0135898948,NULL,NULL,https://exemple-images.test/AN-5VZP9RVS/1.jpg
